file,verdict,likely_front,failure_cat,max_ring,any_feature_a,flange_hough,total_marks,max_marks_hole,best_circ,top8_circs,n_holes,ok_corners,low_circ_corners,gate_miss_corners,hough_miss_corners,oof_corners
20260906_100614_CAM#000408_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100617_CAM#000412_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,0,35,1
20260906_100617_CAM#000413_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,3,28,1
20260906_100619_CAM#000414_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,29,2
20260906_100620_CAM#000415_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,3,13,0
20260906_100621_CAM#000416_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,0,38,2
20260906_100624_CAM#000420_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,28,0
20260906_100626_CAM#000423_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100628_CAM#000425_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,3,29,0
20260906_100629_CAM#000427_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,1,22,1
20260906_100631_CAM#000429_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,30,0
20260906_100631_CAM#000430_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,4,23,1
20260906_100632_CAM#000431_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,0,24,0
20260906_100633_CAM#000432_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,0,35,1
20260906_100633_CAM#000433_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_100634_CAM#000434_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_100635_CAM#000435_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,1,23,0
20260906_100635_CAM#000436_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,29,1
20260906_100638_CAM#000438_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_100644_CAM#000440_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,13,3,0.879,0.88|0.88|0.88|0.88|0.88|0.87|0.86|0.86,8,13,0,1,17,1
20260906_100649_CAM#000445_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100650_CAM#000446_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_100651_CAM#000447_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_100652_CAM#000448_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,2,32,2
20260906_100652_CAM#000449_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,1,34,1
20260906_100657_CAM#000455_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100700_CAM#000457_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,2,22,0
20260906_100701_CAM#000458_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,1,15,0
20260906_100701_CAM#000459_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,4,23,1
20260906_100704_CAM#000461_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,9,3,0.879,0.88|0.88|0.86|0.85|0.85|0.84|0.84|0.77,7,9,1,7,11,0
20260906_100706_CAM#000463_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,4,1,0.885,0.89|0.86|0.85|0.85|0.00|0.00|0.00|0.00,8,4,0,10,16,2
20260906_100707_CAM#000464_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,6,21,1
20260906_100926_CAM#000465_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.872,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,5,21,1
20260906_100933_CAM#000467_NG_NO_FEATURE.jpg,NG_NO_FEATURE,NO,-,1,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,6,2
20260906_100934_CAM#000468_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.765,0.77|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,1,0,0,34,1
20260906_100934_CAM#000469_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100935_CAM#000470_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,9,3,0.879,0.88|0.87|0.87|0.87|0.86|0.86|0.79|0.79,7,9,0,1,18,0
20260906_100936_CAM#000472_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,3,28,1
20260906_100937_CAM#000475_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_100938_CAM#000476_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,7,2,0.863,0.86|0.86|0.86|0.85|0.84|0.83|0.83|0.00,7,7,0,3,17,1
20260906_100938_CAM#000477_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.868,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,1,0,2,16,1
20260906_100939_CAM#000478_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,30,2
20260906_100940_CAM#000479_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,0,34,2
20260906_100944_CAM#000481_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,30,2
20260906_100945_CAM#000483_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,1,38,1
20260906_100946_CAM#000484_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,5,2,0.9,0.90|0.89|0.88|0.87|0.85|0.00|0.00|0.00,8,5,0,3,23,1
20260906_100946_CAM#000485_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,0,12,0
20260906_100947_CAM#000486_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,13,4,0.897,0.90|0.90|0.88|0.88|0.88|0.88|0.88|0.87,8,13,0,1,17,1
20260906_100948_CAM#000490_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100949_CAM#000491_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,0,20,0
20260906_100949_CAM#000492_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,10,3,0.877,0.88|0.87|0.86|0.85|0.85|0.85|0.85|0.85,8,10,0,2,19,1
20260906_100950_CAM#000493_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,0,23,1
20260906_100950_CAM#000494_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_100951_CAM#000495_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,2,33,1
20260906_100952_CAM#000496_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_100953_CAM#000498_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_100954_CAM#000500_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,1,37,2
20260906_100954_CAM#000501_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100956_CAM#000502_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100958_CAM#000503_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,4,28,0
20260906_100959_CAM#000505_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,30,2
20260906_101000_CAM#000507_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_101001_CAM#000508_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,0,19,1
20260906_101001_CAM#000509_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_101002_CAM#000510_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,9,2,0.885,0.89|0.87|0.87|0.86|0.86|0.86|0.86|0.82,7,9,2,0,17,0
20260906_101003_CAM#000512_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,2,33,1
20260906_101003_CAM#000513_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,29,1
20260906_101004_CAM#000515_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,3,33,0
20260906_101005_CAM#000516_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.874,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,0,26,1
20260906_101006_CAM#000518_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_101007_CAM#000520_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,26,2
20260906_101007_CAM#000521_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_101008_CAM#000522_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,0,16,0
20260906_101009_CAM#000525_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),4,True,Y,1,1,0.815,0.81|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,1,0,2,28,1
20260906_101010_CAM#000526_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,1,34,1
20260906_101010_CAM#000527_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_101010_CAM#000528_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,2,1,0.836,0.84|0.81|0.00|0.00|0.00|0.00|0.00|0.00,6,2,0,2,19,1
20260906_101013_CAM#000532_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,26,2
20260906_101014_CAM#000534_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,1,32,3
20260906_101015_CAM#000535_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,3,30,3
20260906_101016_CAM#000537_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.893,0.89|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,1,0,1,32,2
20260906_101017_CAM#000539_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,8,28,0
20260906_101019_CAM#000543_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,2,14,0
20260906_101019_CAM#000544_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,0,9,3
20260906_101020_CAM#000546_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,3,1,0.867,0.87|0.87|0.82|0.66|0.00|0.00|0.00|0.00,8,3,1,3,25,0
20260906_101021_CAM#000547_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_101021_CAM#000548_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_101022_CAM#000549_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,1,35,4
20260906_101022_CAM#000550_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,30,2
20260906_101024_CAM#000554_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,8,2,0.887,0.89|0.87|0.87|0.86|0.86|0.85|0.84|0.82,8,8,2,3,18,1
20260906_101025_CAM#000556_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),4,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,0,35,1
20260906_101027_CAM#000559_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.868,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,1,0,6,36,1
20260906_101028_CAM#000560_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,3,2,0.879,0.88|0.88|0.79|0.00|0.00|0.00|0.00|0.00,10,3,0,6,29,2
20260906_101028_CAM#000561_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.864,0.86|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,1,0,0,14,1
20260906_101029_CAM#000562_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,10,4,0.871,0.87|0.87|0.86|0.86|0.86|0.86|0.85|0.85,6,10,0,4,10,0
20260906_101029_CAM#000563_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,4,24,0
20260906_101030_CAM#000565_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,5,31,4
20260906_101032_CAM#000569_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.865,0.86|0.68|0.00|0.00|0.00|0.00|0.00|0.00,10,1,1,4,29,5
20260906_101033_CAM#000571_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_101034_CAM#000573_NG_NO_FEATURE.jpg,NG_NO_FEATURE,NO,-,1,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_101035_CAM#000574_NG_NO_FEATURE.jpg,NG_NO_FEATURE,NO,-,1,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,1,7,0
20260906_101035_CAM#000575_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,32,0
20260906_101036_CAM#000576_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,3,24,1
20260906_101036_CAM#000577_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_101037_CAM#000578_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,7,3,0.861,0.86|0.85|0.83|0.82|0.79|0.78|0.76|0.00,6,7,0,0,16,1
20260906_101039_CAM#000580_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_101039_CAM#000581_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.867,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,1,0,3,11,1
20260906_101040_CAM#000583_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,0,19,1
20260906_101040_CAM#000584_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,6,3,0.868,0.87|0.87|0.86|0.86|0.85|0.85|0.00|0.00,9,6,0,2,27,1
20260906_101041_CAM#000585_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,0,16,0
20260906_101041_CAM#000586_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,16,3,0.873,0.87|0.87|0.87|0.87|0.87|0.86|0.85|0.85,8,16,0,1,14,1
20260906_101042_CAM#000587_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,0,36,4
20260906_101043_CAM#000588_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,2,32,2
20260906_101043_CAM#000589_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,1,36,3
20260906_101044_CAM#000590_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,2,35,3
20260906_101044_CAM#000591_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,1,36,3
20260906_101045_CAM#000592_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,3,21,0
20260906_101046_CAM#000594_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,2,32,6
20260906_101046_CAM#000595_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,7,2,0.873,0.87|0.87|0.86|0.86|0.86|0.86|0.86|0.00,8,7,0,1,23,1
20260906_101047_CAM#000596_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.79,0.79|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,1,25,1
20260906_101047_CAM#000597_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,1,23,0
20260906_101048_CAM#000598_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,1,39,0
20260906_101049_CAM#000600_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,0,6,35,3
20260906_101049_CAM#000601_NG_NO_FEATURE.jpg,NG_HOLE_NOT_FOUND,NO,-,0,False,,0,0,0.0,,0,0,0,0,0,0
20260906_101051_CAM#000604_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,8,2,0.864,0.86|0.86|0.86|0.86|0.86|0.85|0.84|0.80,8,8,1,1,21,1
20260906_101053_CAM#000607_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,0,19,1
