file,verdict,likely_front,failure_cat,max_ring,any_feature_a,flange_hough,total_marks,max_marks_hole,best_circ,top8_circs,n_holes,ok_corners,low_circ_corners,gate_miss_corners,hough_miss_corners,oof_corners
20260906_100311_CAM#000194_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_100315_CAM#000196_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_100318_CAM#000198_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_100320_CAM#000199_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,2,1,0.864,0.86|0.86|0.00|0.00|0.00|0.00|0.00|0.00,5,2,0,0,18,0
20260906_100321_CAM#000200_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,15,3,0.88,0.88|0.88|0.87|0.87|0.87|0.87|0.87|0.87,7,15,0,0,13,0
20260906_100321_CAM#000201_NG_HOLE_NOT_FOUND.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,7,1
20260906_100324_CAM#000203_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,28,2
20260906_100326_CAM#000205_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,8,2,0.877,0.88|0.87|0.87|0.87|0.87|0.86|0.86|0.83,7,8,0,2,18,0
20260906_100327_CAM#000206_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_100328_CAM#000208_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,3,0,0,0,12,0
20260906_100332_CAM#000212_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,8,3,0.873,0.87|0.87|0.87|0.86|0.84|0.84|0.83|0.77,7,8,1,0,19,0
20260906_100333_CAM#000214_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,2,36,2
20260906_100334_CAM#000215_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,0,16,0
20260906_100335_CAM#000217_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,1,18,1
20260906_100338_CAM#000219_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100340_CAM#000222_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100341_CAM#000223_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),4,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,4,28,0
20260906_100343_CAM#000225_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.86,0.86|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,1,0,4,31,0
20260906_100343_CAM#000226_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,4,0,0,2,13,1
20260906_100343_CAM#000227_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100344_CAM#000228_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,3,3,0.864,0.86|0.86|0.86|0.00|0.00|0.00|0.00|0.00,10,3,0,5,29,3
20260906_100347_CAM#000231_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,12,3,0.876,0.88|0.87|0.87|0.86|0.86|0.86|0.86|0.86,9,12,0,5,18,1
20260906_100350_CAM#000234_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100351_CAM#000236_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,32,0
20260906_100351_CAM#000237_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,0,24,0
20260906_100353_CAM#000239_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,3,28,1
20260906_100354_CAM#000240_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,0,20,0
20260906_100355_CAM#000241_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,4,2,0.873,0.87|0.87|0.87|0.86|0.00|0.00|0.00|0.00,6,4,0,3,17,0
20260906_100356_CAM#000242_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.832,0.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,1,26,0
20260906_100356_CAM#000243_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,8,2,0.879,0.88|0.88|0.87|0.87|0.87|0.86|0.85|0.83,7,8,0,3,16,1
20260906_100357_CAM#000244_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,32,0
20260906_100358_CAM#000245_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100359_CAM#000246_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,29,1
20260906_100401_CAM#000248_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,2,25,1
20260906_100402_CAM#000249_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,2,21,1
20260906_100403_CAM#000251_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100404_CAM#000252_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100406_CAM#000254_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,5,1,0.868,0.87|0.86|0.86|0.86|0.85|0.00|0.00|0.00,8,5,0,2,24,1
20260906_100408_CAM#000256_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,12,4,0.884,0.88|0.88|0.87|0.87|0.87|0.87|0.87|0.86,7,12,0,0,16,0
20260906_100409_CAM#000258_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100410_CAM#000259_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,2,33,1
20260906_100411_CAM#000260_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,1,22,1
20260906_100414_CAM#000263_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,8,3,0.865,0.86|0.86|0.86|0.86|0.80|0.80|0.79|0.79,7,8,0,3,16,1
20260906_100414_CAM#000264_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100416_CAM#000266_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,6,0,0,0,23,1
20260906_100417_CAM#000267_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,3,1,0.889,0.89|0.88|0.86|0.69|0.67|0.00|0.00|0.00,7,3,2,3,20,0
20260906_100417_CAM#000268_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,3,1,0.879,0.88|0.88|0.85|0.00|0.00|0.00|0.00|0.00,8,3,0,1,27,1
20260906_100419_CAM#000269_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,9,2,0.883,0.88|0.87|0.86|0.86|0.85|0.85|0.85|0.85,8,9,2,1,19,1
20260906_100421_CAM#000272_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,1,33,2
20260906_100422_CAM#000273_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,8,2,0.882,0.88|0.88|0.87|0.86|0.86|0.85|0.85|0.77,8,8,0,1,22,1
20260906_100423_CAM#000275_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,1,34,1
20260906_100424_CAM#000276_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,3,1,0.871,0.87|0.85|0.83|0.73|0.00|0.00|0.00|0.00,6,3,1,2,18,0
20260906_100427_CAM#000279_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,8,2,0.884,0.88|0.88|0.87|0.87|0.87|0.86|0.85|0.84,7,8,0,3,16,1
20260906_100428_CAM#000281_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100429_CAM#000282_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,9,2,0.873,0.87|0.87|0.87|0.87|0.85|0.81|0.81|0.78,8,9,0,1,21,1
20260906_100430_CAM#000283_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.866,0.87|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,1,0,1,36,2
20260906_100431_CAM#000284_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,27,0
20260906_100432_CAM#000285_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_100433_CAM#000286_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,2,25,1
20260906_100438_CAM#000290_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,4,1,0.903,0.90|0.88|0.88|0.85|0.74|0.66|0.00|0.00,8,4,2,2,23,1
20260906_100442_CAM#000294_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,3,31,2
20260906_100446_CAM#000298_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,7,2,0.879,0.88|0.88|0.87|0.86|0.85|0.83|0.82|0.00,8,7,0,4,20,1
20260906_100447_CAM#000299_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,2,25,1
20260906_100448_CAM#000301_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,5,0,0,1,18,1
20260906_100449_CAM#000302_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,2,1,0.867,0.87|0.87|0.00|0.00|0.00|0.00|0.00|0.00,8,2,0,0,29,1
20260906_100450_CAM#000303_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100451_CAM#000304_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.855,0.85|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,1,0,6,36,1
20260906_100454_CAM#000308_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,1,1,0.796,0.80|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,0,27,0
20260906_100456_CAM#000311_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,10,3,0.871,0.87|0.87|0.87|0.87|0.86|0.86|0.86|0.86,8,10,2,1,18,1
20260906_100457_CAM#000313_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.899,0.90|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,1,0,1,29,1
20260906_100458_CAM#000314_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.877,0.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,1,0,2,24,1
20260906_100459_CAM#000315_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,4,23,1
20260906_100500_CAM#000316_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_100501_CAM#000318_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,31,0
20260906_100502_CAM#000319_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,5,22,1
20260906_100502_CAM#000320_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,2,1,0.861,0.86|0.86|0.00|0.00|0.00|0.00|0.00|0.00,9,2,0,1,32,1
20260906_100504_CAM#000322_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,3,2,0.863,0.86|0.86|0.80|0.00|0.00|0.00|0.00|0.00,8,3,0,1,28,0
20260906_100505_CAM#000323_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.82,0.82|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,1,0,0,31,0
20260906_100505_CAM#000324_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_100506_CAM#000325_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100508_CAM#000327_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,3,33,0
20260906_100509_CAM#000328_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,0,35,1
20260906_100510_CAM#000329_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,1,26,1
20260906_100512_CAM#000332_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,11,3,0.879,0.88|0.87|0.87|0.87|0.87|0.87|0.86|0.85,8,11,0,1,19,1
20260906_100513_CAM#000333_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,11,3,0.876,0.88|0.87|0.86|0.85|0.85|0.84|0.82|0.82,7,11,0,2,15,0
20260906_100515_CAM#000336_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100516_CAM#000337_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,7,3,0.883,0.88|0.87|0.87|0.87|0.86|0.86|0.83|0.00,7,7,0,0,20,1
20260906_100519_CAM#000341_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,26,2
20260906_100522_CAM#000344_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,10,3,0.879,0.88|0.88|0.88|0.87|0.87|0.87|0.85|0.85,7,10,3,2,13,0
20260906_100523_CAM#000346_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100526_CAM#000350_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100527_CAM#000351_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,8,2,0.867,0.87|0.87|0.87|0.87|0.86|0.86|0.82|0.81,8,8,2,2,19,1
20260906_100527_CAM#000352_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,6,2,0.881,0.88|0.88|0.88|0.88|0.81|0.78|0.75|0.72,7,6,2,4,15,1
20260906_100528_CAM#000353_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100529_CAM#000354_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,8,2,0.879,0.88|0.87|0.86|0.85|0.85|0.85|0.84|0.84,8,8,1,0,22,1
20260906_100531_CAM#000356_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,29,1
20260906_100531_CAM#000357_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,2,2,0.879,0.88|0.77|0.00|0.00|0.00|0.00|0.00|0.00,8,2,0,3,26,1
20260906_100534_CAM#000359_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,5,2,0.874,0.87|0.86|0.86|0.85|0.83|0.00|0.00|0.00,6,5,0,3,16,0
20260906_100535_CAM#000360_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,11,2,0.891,0.89|0.87|0.87|0.87|0.87|0.87|0.85|0.85,8,11,0,2,18,1
20260906_100535_CAM#000361_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,0,0,0,35,1
20260906_100537_CAM#000363_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,12,3,0.873,0.87|0.86|0.86|0.86|0.86|0.86|0.85|0.85,5,12,0,1,7,0
20260906_100538_CAM#000364_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,4,27,1
20260906_100540_CAM#000367_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,2,1,0.882,0.88|0.85|0.00|0.00|0.00|0.00|0.00|0.00,8,2,0,2,27,1
20260906_100541_CAM#000368_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,3,25,0
20260906_100542_CAM#000369_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,3,2,0.873,0.87|0.86|0.84|0.00|0.00|0.00|0.00|0.00,7,3,0,2,23,0
20260906_100543_CAM#000370_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,8,3,0.877,0.88|0.87|0.87|0.86|0.86|0.86|0.85|0.78,8,8,0,3,20,1
20260906_100544_CAM#000371_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,4,2,0.867,0.87|0.86|0.86|0.85|0.00|0.00|0.00|0.00,7,4,0,0,23,1
20260906_100546_CAM#000375_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,0,27,1
20260906_100546_CAM#000376_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,7,0,0,2,26,0
20260906_100547_CAM#000377_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,10,3,0.893,0.89|0.88|0.88|0.87|0.87|0.86|0.86|0.86,6,10,0,2,11,1
20260906_100548_CAM#000378_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,10,0,0,3,35,2
20260906_100549_CAM#000379_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,1,1,0.836,0.84|0.00|0.00|0.00|0.00|0.00|0.00|0.00,9,1,0,2,32,1
20260906_100551_CAM#000382_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,2,29,1
20260906_100553_CAM#000384_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,2,1,0.83,0.83|0.82|0.00|0.00|0.00|0.00|0.00|0.00,7,2,0,0,25,1
20260906_100555_CAM#000386_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),4,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,11,0,0,5,36,3
20260906_100556_CAM#000387_NG_NO_FEATURE.jpg,OK,YES,-,2,True,Y,3,2,0.861,0.86|0.86|0.86|0.00|0.00|0.00|0.00|0.00,10,3,0,3,33,1
20260906_100557_CAM#000388_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,2,0,0,0,8,0
20260906_100557_CAM#000389_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,4,1,0.856,0.86|0.85|0.84|0.84|0.72|0.00|0.00|0.00,8,4,1,1,25,1
20260906_100559_CAM#000390_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,11,4,0.873,0.87|0.87|0.86|0.86|0.86|0.86|0.86|0.86,7,11,0,3,14,0
20260906_100600_CAM#000391_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,10,2,0.887,0.89|0.89|0.87|0.87|0.87|0.87|0.86|0.83,7,10,0,0,17,1
20260906_100600_CAM#000392_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,3,1,0.879,0.88|0.88|0.85|0.00|0.00|0.00|0.00|0.00,7,3,0,3,22,0
20260906_100602_CAM#000394_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),3,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100605_CAM#000397_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100607_CAM#000400_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,7,2,0.878,0.88|0.88|0.87|0.86|0.86|0.86|0.83|0.00,7,7,0,1,19,1
20260906_100608_CAM#000401_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,5,2,0.892,0.89|0.89|0.86|0.86|0.81|0.00|0.00|0.00,7,5,0,1,22,0
20260906_100609_CAM#000402_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,1,30,1
20260906_100610_CAM#000403_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,0,0,0.0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,8,0,0,0,31,1
20260906_100611_CAM#000404_NG_NO_FEATURE.jpg,OK,YES,-,3,True,Y,9,3,0.878,0.88|0.88|0.87|0.87|0.87|0.87|0.87|0.87,8,9,1,3,18,1
20260906_100611_CAM#000405_NG_NO_FEATURE.jpg,NG_NO_FEATURE,YES,B(hough_miss),2,True,Y,2,1,0.869,0.87|0.82|0.00|0.00|0.00|0.00|0.00|0.00,7,2,0,3,21,2
