image,truth,verdict,reason,elapsed_ms,locate,pitch_r,hole_r,n_holes,n_checked,hole_index,hole_cx,hole_cy,contrast,ring_count,ring_radii,flange_r,feature_a,corner_angle,corner_cx,corner_cy,in_frame,stage,hough_n,mark_r_ratio,circ,ok,sweep_q,sweep_pol,sweep_pass,sweep_combo,circ_curve,hole_valid_marks,corners_in_frame,feature_b,hole_passed
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,4,903.09,418.17,151.4,2,0.873|1.127,1.13,1,-131.0,861.48,373.61,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,4,903.09,418.17,151.4,2,0.873|1.127,1.13,1,-59.5,936.01,357.44,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,4,903.09,418.17,151.4,2,0.873|1.127,1.13,1,60.0,939.74,476.72,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,4,903.09,418.17,151.4,2,0.873|1.127,1.13,1,131.0,864.76,465.58,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,8,840.76,617.58,127.4,2,1.089|1.295,1.13,1,-131.0,836.74,556.75,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,8,840.76,617.58,127.4,2,1.089|1.295,1.13,1,-59.5,904.68,591.39,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,8,840.76,617.58,127.4,2,1.089|1.295,1.13,1,60.0,832.09,686.11,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,8,840.76,617.58,127.4,2,1.089|1.295,1.13,1,131.0,781.08,630.04,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,1,878.18,311.05,79.3,1,1.131,1.13,1,-131.0,823.62,283.84,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,1,878.18,311.05,79.3,1,1.131,1.13,1,-59.5,887.8,242.65,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,1,878.18,311.05,79.3,1,1.131,1.13,1,60.0,932.97,353.11,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,1,878.18,311.05,79.3,1,1.131,1.13,1,131.0,858.83,368.87,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,6,820.03,219.39,79.3,2,1.079|1.294,1.13,1,-131.0,759.43,212.72,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,6,820.03,219.39,79.3,2,1.079|1.294,1.13,1,-59.5,805.41,151.88,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,6,820.03,219.39,79.3,2,1.079|1.294,1.13,1,60.0,885.99,239.91,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,6,820.03,219.39,79.3,2,1.079|1.294,1.13,1,131.0,821.86,280.33,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,5,735.1,152.57,67.5,1,1.167,1.125,1,-131.0,675.88,167.09,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,5,735.1,152.57,67.5,1,1.167,1.125,1,-59.5,698.21,94.17,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,5,735.1,152.57,67.5,1,1.167,1.125,1,60.0,804.09,149.22,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,5,735.1,152.57,67.5,1,1.167,1.125,1,131.0,757.72,209.19,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,2,626.75,123.77,49.0,2,0.912|1.216,1.13,1,-131.0,576.59,158.43,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,2,626.75,123.77,49.0,2,0.912|1.216,1.13,1,-59.5,571.47,82.34,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,2,626.75,123.77,49.0,2,0.912|1.216,1.13,1,60.0,690.02,96.05,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,2,626.75,123.77,49.0,2,0.912|1.216,1.13,1,131.0,668.05,168.61,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,9,614.45,234.87,49.0,2,0.962|1.232,1.218,1,-131.0,564.28,269.52,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,9,614.45,234.87,49.0,2,0.962|1.232,1.218,1,-59.5,559.19,193.43,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,9,614.45,234.87,49.0,2,0.962|1.232,1.218,1,60.0,677.73,207.18,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,9,614.45,234.87,49.0,2,0.962|1.232,1.218,1,131.0,655.75,279.73,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,0,757.05,689.47,46.5,2,1.011|1.280,1.189,1,-131.0,774.61,631.08,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,0,757.05,689.47,46.5,2,1.011|1.280,1.189,1,-59.5,826.09,687.34,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,0,757.05,689.47,46.5,2,1.011|1.280,1.189,1,60.0,724.91,750.61,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,0,757.05,689.47,46.5,2,1.011|1.280,1.189,1,131.0,696.79,680.21,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,3,525.88,127.66,24.4,1,1.181,1.189,1,-131.0,489.62,176.68,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,3,525.88,127.66,24.4,1,1.181,1.189,1,-59.5,460.19,106.32,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,3,525.88,127.66,24.4,1,1.181,1.189,1,60.0,576.81,80.99,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,3,525.88,127.66,24.4,1,1.181,1.189,1,131.0,579.47,156.75,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,7,540.34,733.83,69.8,3,0.887|1.030|1.252,,1,-131.0,592.47,702.21,1,hough_miss,0,,0.0,0,,,,,,0,3,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,7,540.34,733.83,69.8,3,0.887|1.030|1.252,,1,-59.5,593.04,778.47,0,oof,,,0.0,0,,,,,,0,3,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,7,540.34,733.83,69.8,3,0.887|1.030|1.252,,1,60.0,475.53,757.72,1,hough_miss,0,,0.0,0,,,,,,0,3,0,0
D:\zq\result\NG\20260906_094755_CAM#000001_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),193.4,pitch_fit(n=7),309.4,38.59,10,10,7,540.34,733.83,69.8,3,0.887|1.030|1.252,,1,131.0,501.77,686.6,1,hough_miss,0,,0.0,0,,,,,,0,3,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,0,896.12,591.26,144.6,2,0.901|1.239,1.34,1,-131.0,893.26,526.01,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,0,896.12,591.26,144.6,2,0.901|1.239,1.34,1,-59.5,965.2,564.73,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,0,896.12,591.26,144.6,2,0.901|1.239,1.34,1,60.0,885.2,664.45,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,0,896.12,591.26,144.6,2,0.901|1.239,1.34,1,131.0,831.9,603.18,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,8,902.27,484.38,133.5,2,1.033|1.242,,1,-131.0,877.23,424.05,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,8,902.27,484.38,133.5,2,1.033|1.242,,1,-59.5,958.08,435.79,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,8,902.27,484.38,133.5,2,1.033|1.242,,1,60.0,917.08,556.88,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,8,902.27,484.38,133.5,2,1.033|1.242,,1,131.0,846.02,517.57,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,2,802.31,295.77,106.8,1,1.076,1.127,1,-131.0,738.39,282.34,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,2,802.31,295.77,106.8,1,1.076,1.127,1,-59.5,793.76,222.27,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,2,802.31,295.77,106.8,1,1.076,1.127,1,60.0,870.49,324.53,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,2,802.31,295.77,106.8,1,1.076,1.127,1,131.0,797.9,360.94,1,gate_miss,1,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,5,711.14,236.63,105.2,2,0.991|1.235,,1,-131.0,651.46,263.16,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,5,711.14,236.63,105.2,2,0.991|1.235,,1,-59.5,661.19,182.04,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,5,711.14,236.63,105.2,2,0.991|1.235,,1,60.0,783.25,220.03,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,5,711.14,236.63,105.2,2,0.991|1.235,,1,131.0,745.72,292.04,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,7,855.04,689.63,98.5,2,1.073|1.353,1.34,1,-131.0,871.64,626.46,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,7,855.04,689.63,98.5,2,1.073|1.353,1.34,1,-59.5,928.88,684.75,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,7,855.04,689.63,98.5,2,1.073|1.353,1.34,1,60.0,822.93,756.29,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,7,855.04,689.63,98.5,2,1.073|1.353,1.34,1,131.0,790.17,681.99,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,9,606.98,213.19,61.0,2,1.010|1.215,1.34,1,-131.0,570.99,267.7,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,9,606.98,213.19,61.0,2,1.010|1.215,1.34,1,-59.5,535.48,194.13,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,9,606.98,213.19,61.0,2,1.010|1.215,1.34,1,60.0,658.78,160.35,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,9,606.98,213.19,61.0,2,1.010|1.215,1.34,1,131.0,665.96,241.24,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,6,557.16,92.16,49.8,1,1.118,,0,-131.0,523.79,148.31,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,6,557.16,92.16,49.8,1,1.118,,0,-59.5,484.84,76.5,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,6,557.16,92.16,49.8,1,1.118,,0,60.0,606.41,36.93,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,6,557.16,92.16,49.8,1,1.118,,0,131.0,617.41,117.39,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,3,668.09,97.34,27.7,3,0.881|1.044|1.256,1.125,1,-131.0,617.68,138.87,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,3,668.09,97.34,27.7,3,0.881|1.044|1.256,1.125,1,-59.5,605.34,58.11,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,3,668.09,97.34,27.7,3,0.881|1.044|1.256,1.125,1,60.0,733.13,62.05,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,3,668.09,97.34,27.7,3,0.881|1.044|1.256,1.125,1,131.0,716.23,141.48,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,1,869.02,383.45,16.2,2,0.920|1.248,1.34,1,-131.0,821.66,338.48,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,1,869.02,383.45,16.2,2,0.920|1.248,1.34,1,-59.5,900.31,316.4,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,1,869.02,383.45,16.2,2,0.920|1.248,1.34,1,60.0,911.98,443.7,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
D:\zq\result\NG\20260906_094758_CAM#000002_NG_NO_FEATURE.jpg,back,NG_NO_FEATURE,所有受检孔均无有效翻边/压痕特征(反面或漏冲),224.6,pitch_fit(n=10),274.2,41.34,10,10,1,869.02,383.45,16.2,2,0.920|1.248,1.34,1,131.0,831.08,436.61,1,hough_miss,0,,0.0,0,,,,,,0,4,0,0
